"id","department","code","customer","main_address","del_address","date","credit_limit","contact","line_business","years_business","capital_invested","registration","type_organization","terms","mode_payment","credit_request","officer","officer_address","depository","account","contact_person","bank_contact","tag_","encoded","sales_officer","pricelist","area","terms_details","custom1","manual_code","approval","main_code","shared_to","company","tin","card_no","category","birthdate","gender","fax","email","officer_contact_no","contact_person_contact_no","acctng_officer","acctng_officer_contact_no","invoice","dr","discount","receipt_qty","trucking_name","trucking_address","trucking_contact_no","trucking_remarks","trucking_name2","trucking_address2","trucking_contact_no2","trucking_remarks2","trucking_name3","trucking_address3","trucking_contact_no3","trucking_remarks3","option1","option2","option3","other_address1","commission_rate1","commission_rate2","contact_person_email","print_no_price","contact_tel_no","acctng_contact_person","acctng_contact_number","acctng_email","owner_contact_person","owner_contact_number","owner_email","second_address","group_code","type_code","customer_type","agent_commission","remarks","inactive","order_days"
"710",,"709","SAN ROQUE SUPERMARKET - SAN ISIDRO MONTALBAN","9020 SITIO TANAG SAN ISIDRO MONTALBAN",,"0000-00-00",,,,,,,,,,,,,,,,,,"BARRIZO, ROCEL N/A - 18 August 2022 09:39:40","ANTHONY","MP",,,,,,,,,"007-492-840",,,"0000-00-00",,,,,,,,"YES",,,,"DIRECT DELIVER",,,"TUESDAY, THURSDAY AND SATURDAY RECEIVING SCHED.",,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"711",,"710","San Roque Supermarket - San Jose Del Monte","Lot 10,11,12,13, Block 22 Graceville,
Muzon, San Jose Del Monte",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 90",,,,,,,"007-492-840-022",,,"0000-00-00",,,,,,,,"YES",,,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"712",,"711","SAN ROQUE SUPERMARKET - MARILAO STA ROSA","STA ROSA, MARILAO, BULACAN",,"0000-00-00",,,,,,,,,,,,,,,,,,"BARRIZO, ROCEL N/A - 18 August 2022 09:59:39","ANTHONY",,,,,,,,,,"007-492-840-030",,,"0000-00-00",,,,,,,,"YES",,,,"DIRECT DELIVER",,,"MON, WED AND FRI. RECEIVING SCHED ",,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"713",,"712","San Roque Supermarket - Navotas City","#371 North Bay Boulevard South,NBBS
Proper ,District 1 Navotas City",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Mae April Ammen",,,,"ANTHONY",,,"Net 90",,,,,,,"007-492-840-003",,,"0000-00-00",,,"maesoliman25@yahoo.com",,"09175369397-09222503388/ 632-935-9464",,,,,,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"714",,"713","Sanros General. Merchandise","Mamburao, Occidental Mindoro",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JEORGE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"2 SETS W/ P.O","LADY CATHY","ELCANO ST. COR. M D. SANTOS  ST.","9273044371","DTC 363/ 030108",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"715",,"714","SANTIAGO COMMERCIAL CENTER","SANTIAGO CITY",,"0000-00-00",,"0961-592-6109",,,,,,"120",,,,,,,,,,"MANSUKHANI, SANJEEV ISHWAR - 06 June 2022 03:36:56","CHEN, RAMON ","PP",,"120 DAYS",,,,,,,,,,"0000-00-00",,,"soccyberclick@yahoo.com",,,,,,"YES",,,"JADES CARGO (HALF VALUE)",,"BALUT TONDO 703-6763",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"716",,"715","Santiago Supermart","Santiago City Isabela",,"0000-00-00",,"078-682-7111/078-682-6000",,,,,,,,,,,,,"Ms.Jhen",,,,"MIKE/LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,"078-682-8000",,,"078-682-7111/078-682-6000",,,,"YES",,"2 SETS W/ P.O","BINONDO",,"09338789364-MAM JANE / 09338679988-DRIVER  / san fernando, alcasera, binondo. Landmark : gingawang building, dulo ng san fernando st.","CALL BEFORE DEL. FOR SCHEDULE ",,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"717",,"716","Santillan Merchandising","Bayawan City, Negros Oriental",,"0000-00-00",,,,,,,,,,,,,,,"Mr. Danny Marquez",,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"647-8278",,,,"YES",,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"718",,"717","Saras Kitchenware",,,"0000-00-00",,,,,,,,,,,,,,,"Ms.Connie",,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,," tmdcglassware@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"719",,"718","SAVE EVERYDAY MART, INC.","ANTERO SORIANO HIGHWAY MULAWIN",,"0000-00-00",,,,,,,,"60",,,,,,,"MS.MYLA",,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 24 May 2022 07","ANTHONY","MP",,"60 DAYS",,,,,,,"010-103-528-000",,,"0000-00-00",,,"ubinhany27@gmail.com / meolaes.emilus@gmail.com ",,"046-851-5005/046-851-4086 / 09569818326",,,"YES",,,"3 SETS W/ P.O","DIRECT DELIVER",,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"720",,"719","Save Wise Supermarket - Lingayen","Avenida Rizal St. East Pob.
Pangasinan",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,"savewise.glassware@yahoo.vom/ tmdcglassware@gmail.com",,"9338139254",,,,,"LESS 10%","2 SETS W/ P.O","PANGASINAN FREIGHT SERVICE ","1613 ANTONIO RIVERA ST. BEHIND TUTUBAN MALL"," 253-5797/253-5802",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"721",,"720","SAVE WISE SUPERMARKET - POZORRUBIO","POZORRRUBIO, PANGASINAN",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 11 October 202","LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%","2 SETS W/ P.O","PANGASINAN FREIGHT SERVICE ","1613 ANTONIO RIVERA ST. BEHIND TUTUBAN MALL"," 253-5797/253-5802",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"722",,"721","Save Wise Supermarket - Rosales","Rosales Pangasinan",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%","2 SETS W/ P.O","PANGASINAN FREIGHT SERVICE ","1613 ANTONIO RIVERA ST. BEHIND TUTUBAN MALL"," 253-5797/253-5802",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"723",,"722","Save Wise Supermarket - Tayug","Tayug Pangasinan",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"741-5574",,,,"YES","LESS 10%","2 SETS W/ P.O","PANGASINAN FREIGHT SERVICE ","1613 ANTONIO RIVERA ST. BEHIND TUTUBAN MALL"," 253-5797/253-5802",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"724",,"723","Savewise Supermarket - Camiling II","Tarlac City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,"YES","LESS 10%","2 SETS W/ P.O","RBC FREIGHT SERVICE "," #490 WILLIAM SHAW ST. COR. BIGLANG AWA CALOOCAN CITY "," 0922-441-8633/ 442-7866",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"725",,"724","Savewise Supermarket - Camiling Tarlac","Tarlac",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"RBC FREIGHT SERVICE ",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"726",,"725","Savewise Supermarket - Malasiqui","Brgy. Gomez, Malasiqui Pangasinan",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,"PANGASINAN FREIGHT SERVICE ",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"727",,"726","Savewise Supermarket - Sta. Ignacia",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,," tmdcglassware@gmail.com",,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"728",,"727","SCHOOL INN CORP.","TUNGKONG MANGGA, SAN JOSE DEL MONTE",,"0000-00-00",,"0929-853-0801/0991660681",,,,,,,,,,,,,,,,"ROGEL, CHARISSA ANN TOLING - 27 October 2022 10:17","LEO",,,,,,,,,,,,,"0000-00-00",,,"sicmerchandising2017@gmail.com",,,,,,"YES","LESS 10%","2 SETS W/ P.O","LORENZO ",,"0932-843-2454","NINO ESCANDOR",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"729",,"728","Second Wave Corp.","Cotabato City",,"0000-00-00",,,,,,,,,,,,,,,"Edgar",,,,"NARESH/ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"064-421-3682/064-421-2731 / 741-5574",,,,,,"3 SETS W/ P.O",,,,,,,,,,,,,,,,,"5%","5%",,,,,,,,,,,,,,"5",,,"30"
"730",,"729","Serendra Condominum Corporation","Two Serendra, 11th ave., Fort Bonifacio",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"731",,"730","MAILIG - PALMA CORP.","03551 BORROMEO ST., SURIGAO CITY",,"0000-00-00",,"086-826-365/0920-919-4828",,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 13 April 2022 ","NARESH",,,"Net 60",,,,,,,"775-333-103-001",,,"0000-00-00",,"086-826-3565","sergiomailig@yahoo.com/sherwinlestermailig@yahoo.com",,"083-238-3316",,,,"YES",,"WAYBILL","SPAN ASIA SULPICIO LINES",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"732",,"731","Shella Mark General Merchandise I","39 Quirino Avenue, Lapid",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"733",,"732","Shella Mark General Merchandise II","39 Quirino Avenue, Lapid",,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"734",,"733","Shireena Mansukhani",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"735",,"734","Shirt Shoppe General Merchandise","JP Laurel St. Surallah, South Cotabato",,"0000-00-00",,"083-238-3316",,,,,,,,,,,,,,,,,"DELFIN",,,"Net 60",,,,,,,,,,"0000-00-00",,,"shirtshoppee511@gmail.com",,,,,,,"LESS 5 %","WAYBILL","SOUTH SEA CARGO FORWARDER ",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"736",,"735","Shopee",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"OFFICE",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"737",,"736","Shop-o-rama Inc.",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"DELFIN",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,"ALESON SHIPPING LINES","VIRATA COMPOUND , VIRGO DRIVE NORTHBAY BLVD. SOUTH NAVOTAS","  - PLS CALL WILSON/RENE @ 788-9996, 0943-5161163 / 0935-0562776","EVERY MONDAY, WED AND FRIDAY ONLY AT LORENZO  SHIPPING // bring original p.o or xerox copy",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"738",,"737","Shoppers Plaza","Huylian Bldg. 6-16 Cesar
Climaco Ave. Zamboanga City",,"0000-00-00",,"241-6901 TO 05",,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 60",,,,,,,"062-991-3474",,,"0000-00-00",,"062-991-3474",,,,"Ms.Rose","0922-629-3860",,"YES",,"3 COPIES P.O AND SI ","CY 7 - CALL JUANITO - 788-9996 (MANILA RECEIVING)","330 ACLEM BLDG. YUCHENGCO ST. BINONDA, MANILA ",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"739",,"738","Shoppers Center- The Gateway","Gov. Lim Ave. Zamboanga City",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Mercy Mojico",,,,"ANTHONY",,,"Net 60",,,,,,,,,,"0000-00-00",,,"scimnl@yahoo.com",,,,,,"YES","LESS 10%","WAYBILL","ALESON SHIPPING LINES","RD 10 VITAS TONDO  MANILA",,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"740",,"739","Shoppers Center The Gateway","Mayor Cesar C. Climaco Ave., Zamboanga Ci",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,"241-6901 TO 05",,,,"YES",,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"741",,"740","Shoppers Central Inc.","A. Regidon St. cor. A. Flores St.,",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,"3 COPIES P.O AND SI ","CY7- HONORIO LOPEZ BALOT TONDO / EARNSHAW GAGALANGIM TONDO -TRANSFORT WAY LOOK FOR LANDO  MON, WED, THUR ONLY ",,"0932-607-6496- MIKE / 242-6412 TO 13  FAX - 245-6695",,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"742",,"741","Shopper's Emporium Inc","Mayor Cesar C. Climaco Ave., Zamboanga",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,"LAVIZARES",,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"743",,"742","Shoppers Gateway San Pablo - SGS","A. Regidon St. cor. A. Flores St.,
San Pablo, City of Laguna",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"744",,"743","Shoppers Gateway San Pablo, Inc.",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,,,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"3 COPIES P.O AND SI ","330 ACLEM BLDG. YUCHENGCO ST. BINONDA, MANILA ",,"0932-607-6496- MIKE ",,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"745",,"744","Shoppers Gateway Tanauan","Lot 5, 87 Poblacion, Tanauan City
Batangas",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 90",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,"3 COPIES P.O AND SI ","CY7- HONORIO LOPEZ BALOT TONDO / EARNSHAW GAGALANGIM TONDO -TRANSFORT WAY LOOK FOR LANDO  MON, WED, THUR ONLY ",,"0932-607-6496- MIKE ",,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"746",,"745","Shoppers Mart","Huylian Bldg.,627 Pinpin St.,
Binondo, manila",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 90",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"747",,"746","Shoppers Plaza - Zamboanga","Gov. Lim Ave., Zamboanga City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ANTHONY",,,"Net 90",,,,,,,,,,"0000-00-00",,,,,,,,,"YES",,,,,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"748",,"747","Shweta Vaghnani",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"749",,"748","Sia Bon Suan Gift Mate","Cagayan de Oro City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,,,,,,,,,,,"0000-00-00",,,,,"241-9758/241-6011",,,,"YES",,"3 SETS W/ P.O","SOUTH SEA CARGO FORWARDER (FULL VALUE)",,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"750",,"749","Sin Kian Heng","Quiapo",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"751",,"750","SM Santiago Supermart","Santiago City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MIKE/LEO",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"752",,"751","SRV Canea Corp.","709 Ilaya St. Binondo, Mla",,"0000-00-00",,,,,,,,,,,,,,,"MS. ANNIE",,,,"SANJ",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"2429080/2424433",,,,,,,"BINONDO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"753",,"752","St. Justines Gen. Mdse",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"754",,"753","Stan Mktg.","Quiapo Manila",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"083-826-9051/552-5958/554-5958/553-1388/ 09178162846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"755",,"754","Star Bright Office Depot","Quirino Ave., Gen. Santos",,"0000-00-00",,"0917-816-2846",,,,,,,,,,,,,"Ms.Nisa Bequin",,,,"NARESH",,,"Net 60",,,,,,,"005-978-639-000",,,"0000-00-00",,"083-553-2088/09173146790","starbright_office@yahoo.com/nsarael@starbright@yahoo.com",,,,,"YES",,,,"MJ LOGISTICS ","#19 TENDIDO ST. BRGY SAN JOSE Q. CITY ","(DERICK CHUA) 0917-717-1860/ 491-5757/416-2587 ",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"756",,"755","Station Square East Commercial Corp.","5/F Admin",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"757",,"756","Stellas Marketing","Kalibo Aklan",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MIKE/LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,"GRACE FORWARDERS","30 road 6 pagasa, quezon city","950-8863/ 927-4216",,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"758",,"757","Store Zone Inc.","Cotabato City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"759",,"758","Summerhill Commercial Ventures Corp.",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"MISHA",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"760",,"759","Sun Life General Merchandise","Gonzaga St. Central Market, Bacolod City",,"0000-00-00",,"432-0684",,,,,,,,,,,,,,,,,"MIKE/LEO",,,"Net 60",,,,,,,"010-103-528-000",,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"761",,"760","Suncon Trading",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"JESUS",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"762",,"761","Sungold Commercial","Butuan City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"432-0684",,,,"YES",,"WAYBILL","JADES CARGO","NEPA ST. BALOT, TONDO MANILA",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"763",,"762","Sunny Star","Nasugbu, Batangas",,"0000-00-00",,,,,,,,,,,,,,,,,,,"JESUS",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,"9097167840/(064)421-2109",,,,"YES","LESS 10 %","2 SETS W/ P.O",,"A. RIVERA #18 BODEGA, TUTUBAN MANILA",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"764",,"763","Sunshine Supermarket","1 Abanao St. Baguio City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,"442-4692/025-244-751","sunshinesupermart@yahoo.com",,"0917-506-4887",,,,"YES","LESS 10%","2 SETS W/ P.O","AGLOLO'S FREIGHT SERVICES ","664 P. HERRERA ST. TONDO/ 449-B Riverside st. san rafael vill. Navotas city ","02-5431-265 baguio tel -074-620-4801/423-4290",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"765",,"764","Sunyat General Merchandise","753 Sto. Cristo St. Binondo",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,"Due on rece",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"766",,"765","Superama - Hyper","Cotabato City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,"LORENZO SHIPPING LINE","OPPOSITE OF OCEANIC",,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"767",,"766","Superama - Kabakan","Cotabato City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"768",,"767","Superama Supermarket-Main","S.K. Pendatun Ave.",,"0000-00-00",,"0909-716-7840/064-421-2109",,,,,,,,,,,,,"Ms.Bibing Fonda (purchaser )",,,,"ROCKY",,,"Net 60",,,,,,,,,,"0000-00-00",,,"superamasupermart@yahoo.com",,,,,,,,"3 SETS W/ P.O","LORENZO SHIPPING LINE","OPPOSITE OF OCEANIC","09338205665- MR. JEFFREY (CHECKER)/ 0933-8539903","CALL BEFORE DELIVER",,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"769",,"768","Superior Glassware","606 M. De Santos St.",,"0000-00-00",,,,,,,,,,,,,,,,,,,"ISHWAR",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"770",,"769","Surigao Fookien Store","Surigao City",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,,,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"771",,"770","Susana Mart","Tungkong Mangga,",,"0000-00-00",,,,,,,,,,,,,,,,,,,"LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"Mr.Eddie Mangahas",,,,,,,,,,,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"772",,"771","T.T. & Co.","TANDAG SURIGAO DEL SUR",,"0000-00-00",,,,,,,,,,,,,,,,,,,"MIKE/LEO",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,,"Tanda",,,,,,,,,,,,,,,,,,,,,,"4%","1%",,,,,,,,,,,,,,"5",,,"30"
"773",,"772","T. A Metal Ent.",,,"0000-00-00",,,,,,,,,,,,,,,,,,,"SANJ",,,"Net 30",,,,,,,,,,"0000-00-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,"30"
"774",,"773","Tacloban Gleen Mktg.","Tacloban city",,"0000-00-00",,,,,,,,,,,,,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"053-321-2151/09270332978",,,,"YES",,"3 SETS W/ P.O","KHEN CARGO","2009 SEVERINO REYES ST. STA CRUZ, MANILA","KHEN CARGO",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"775",,"774","Tacloban High Way Supermart","Tacloban city",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Vergie",,,,"NARESH",,,"Net 90",,,,,,,,,,"0000-00-00",,,,,"053-523-2009/321-2963",,,,"YES",,"3 SETS W/ P.O","KHEN CARGO",,,,"S&S TRUCKING ","1488 SAMMAT ST. COR. BIAC NA BATO ST. STO.DOMINGO Q.C",". (09062452577)",,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"776",,"775","Tacloban Tap Commercial","Tacloban city",,"0000-00-00",,"0917-321-2701-PACITA",,,,,,,,,"PACITA",,,,,,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"053-523-2009/321-2963",,,,"YES",,"3 SETS W/ P.O","KHEN CARGO","#2009 SEVERINO REYES ST. STA CRUZ MANILA","khen cargo- 0917-398-1564",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
"777",,"776","TAGUMPAY MINI MART SUPERMARKET","P. TORTE ST.,LIPA CITY, BATANGAS ",,"0000-00-00",,,,,,,,,,,,,,,,,,"ABUEVA, DOROTHY KATHLEEN JORUGUAS - 26 April 2022 ","ANTHONY","MP",,"Net 15",,,,,,,"102-699-647-00000",,,"0000-00-00",,,,,,,,,,,,"DIRECT DELIVER",,,,,,,,,,,,,,,,"1.50%",,,,,,,,,,,,,,,"5",,,"30"
"778",,"777","Tams Emporium","Butuan City",,"0000-00-00",,,,,,,,,,,,,,,"Ms.Alma",,,,"NARESH",,,"Net 60",,,,,,,,,,"0000-00-00",,,,,"085-342-5074 / 09092137192",,,,"YES",,"3 SETS W/ P.O","SOUTH SEAS CARGO",," 283-6893/283-6894/283-6813/283-6819",,,,,,,,,,,,,,"5%",,,,,,,,,,,,,,,"5",,,"30"
